Generation,fitness,metabolic_error,amount_of_dna,nb_coding_rnas,nb_non_coding_rnas,nb_functional_genes,nb_non_functional_genes,nb_mut,nb_switch
980,1.48164e-51,0.117039,5000,1,10.998,1,0,0.0498047,0.0498047
981,1.48019e-51,0.117073,5000,1,11.0293,0.999023,0.000976562,0.0644531,0.0644531
982,1.48019e-51,0.117054,5000,1,11.0371,1,0,0.0478516,0.0478516
983,1.48164e-51,0.117039,5000,1,11.042,1,0,0.0449219,0.0449219
984,1.48019e-51,0.117054,5000,1,11.0244,1,0,0.0644531,0.0644531
985,1.48019e-51,0.117054,5000,1,11.0244,1,0,0.0556641,0.0556641
986,1.47875e-51,0.117069,5000,1,11.0225,1,0,0.0439453,0.0439453
987,1.48164e-51,0.117039,5000,1,11.0635,1,0,0.0458984,0.0458984
988,1.48164e-51,0.117039,5000,1,11.0938,1,0,0.0419922,0.0419922
989,1.48164e-51,0.117039,5000,1,11.1211,1,0,0.0654297,0.0654297
990,1.48019e-51,0.117073,5000,0.999023,11.0918,0.999023,0,0.0566406,0.0566406
991,1.48164e-51,0.117039,5000,1,11.0557,1,0,0.0498047,0.0498047
992,1.48164e-51,0.117039,5000,1,11.0498,1,0,0.046875,0.046875
993,1.48164e-51,0.117039,5000,1,11.0303,1,0,0.0576172,0.0576172
994,1.48164e-51,0.117039,5000,1,11.0605,1,0,0.0488281,0.0488281
995,1.48075e-51,0.11704,5000,1,11.04,1,0,0.0527344,0.0527344
996,1.48019e-51,0.117054,5000,1,11.0615,1,0,0.0458984,0.0458984
997,1.47875e-51,0.117088,5000,0.999023,11.1182,0.999023,0,0.0537109,0.0537109
998,1.48164e-51,0.117039,5000,1,11.0811,1,0,0.0390625,0.0390625
999,1.48164e-51,0.117039,5000,1,11.0801,1,0,0.0537109,0.0537109
1000,1.48019e-51,0.117054,5000,1,11.1094,1,0,0.0595703,0.0595703
